lon,lat,temp,datetime,glwd_id,doy,date,mod,depth,year,decyear,lake
,,0.4,,,36,1941-02-05,,0,1941,,Mendota
,,0.4,,,36,1941-02-05,,5,1941,,Mendota
,,0.4,,,36,1941-02-05,,10,1941,,Mendota
,,0.8,,,36,1941-02-05,,15,1941,,Mendota
,,1.4,,,36,1941-02-05,,20,1941,,Mendota
,,1.8,,,36,1941-02-05,,22,1941,,Mendota
,,2.2,,,36,1941-02-05,,24,1941,,Mendota
,,0,,,87,1941-03-28,,0,1941,,Mendota
,,1.3,,,87,1941-03-28,,5,1941,,Mendota
,,1.4,,,87,1941-03-28,,10,1941,,Mendota
,,1.4,,,87,1941-03-28,,15,1941,,Mendota
,,2.1,,,87,1941-03-28,,20,1941,,Mendota
,,2.4,,,87,1941-03-28,,22,1941,,Mendota
,,3,,,87,1941-03-28,,24,1941,,Mendota
,,3.1,,,87,1941-03-28,,25,1941,,Mendota
,,13.6,,,124,1941-05-04,,0,1941,,Mendota
,,12.3,,,124,1941-05-04,,2,1941,,Mendota
,,10.6,,,124,1941-05-04,,3,1941,,Mendota
,,9.6,,,124,1941-05-04,,4,1941,,Mendota
,,7.9,,,124,1941-05-04,,5,1941,,Mendota
,,6.5,,,124,1941-05-04,,10,1941,,Mendota
,,6.1,,,124,1941-05-04,,15,1941,,Mendota
,,5.8,,,124,1941-05-04,,20,1941,,Mendota
,,5.8,,,124,1941-05-04,,22,1941,,Mendota
,,17.2,,,165,1941-06-14,,0,1941,,Mendota
,,17.2,,,165,1941-06-14,,5,1941,,Mendota
,,17,,,165,1941-06-14,,10,1941,,Mendota
,,15.7,,,165,1941-06-14,,11,1941,,Mendota
,,11.7,,,165,1941-06-14,,12,1941,,Mendota
,,10.4,,,165,1941-06-14,,13,1941,,Mendota
,,9.4,,,165,1941-06-14,,14,1941,,Mendota
,,9.2,,,165,1941-06-14,,15,1941,,Mendota
,,7.8,,,165,1941-06-14,,20,1941,,Mendota
,,7.6,,,165,1941-06-14,,22,1941,,Mendota
,,24.3,,,197,1941-07-16,,0,1941,,Mendota
,,23.3,,,197,1941-07-16,,1,1941,,Mendota
,,23.1,,,197,1941-07-16,,2,1941,,Mendota
,,23.1,,,197,1941-07-16,,3,1941,,Mendota
,,23.1,,,197,1941-07-16,,4,1941,,Mendota
,,23,,,197,1941-07-16,,5,1941,,Mendota
,,22.9,,,197,1941-07-16,,6,1941,,Mendota
,,22.9,,,197,1941-07-16,,7,1941,,Mendota
,,18.4,,,197,1941-07-16,,8,1941,,Mendota
,,16.4,,,197,1941-07-16,,9,1941,,Mendota
,,15.3,,,197,1941-07-16,,10,1941,,Mendota
,,13.6,,,197,1941-07-16,,11,1941,,Mendota
,,11.8,,,197,1941-07-16,,12,1941,,Mendota
,,11.3,,,197,1941-07-16,,13,1941,,Mendota
,,10.4,,,197,1941-07-16,,14,1941,,Mendota
,,9.7,,,197,1941-07-16,,15,1941,,Mendota
,,9.3,,,197,1941-07-16,,16,1941,,Mendota
,,9,,,197,1941-07-16,,17,1941,,Mendota
,,27.9,,,210,1941-07-29,,0,1941,,Mendota
,,26.8,,,210,1941-07-29,,1,1941,,Mendota
,,25.3,,,210,1941-07-29,,2,1941,,Mendota
,,23.2,,,210,1941-07-29,,3,1941,,Mendota
,,22.2,,,210,1941-07-29,,4,1941,,Mendota
,,21.9,,,210,1941-07-29,,5,1941,,Mendota
,,21.9,,,210,1941-07-29,,6,1941,,Mendota
,,21.7,,,210,1941-07-29,,7,1941,,Mendota
,,20.2,,,210,1941-07-29,,8,1941,,Mendota
,,17.8,,,210,1941-07-29,,9,1941,,Mendota
,,16.9,,,210,1941-07-29,,10,1941,,Mendota
,,15.8,,,210,1941-07-29,,11,1941,,Mendota
,,15,,,210,1941-07-29,,12,1941,,Mendota
,,13.9,,,210,1941-07-29,,13,1941,,Mendota
,,12.9,,,210,1941-07-29,,14,1941,,Mendota
,,10.3,,,210,1941-07-29,,15,1941,,Mendota
,,9.8,,,210,1941-07-29,,16,1941,,Mendota
,,9.4,,,210,1941-07-29,,17,1941,,Mendota
,,29,,,221,1941-08-09,,0,1941,,Mendota
,,27.1,,,221,1941-08-09,,1,1941,,Mendota
,,26.7,,,221,1941-08-09,,2,1941,,Mendota
,,26.4,,,221,1941-08-09,,3,1941,,Mendota
,,26.4,,,221,1941-08-09,,4,1941,,Mendota
,,26.4,,,221,1941-08-09,,5,1941,,Mendota
,,26.2,,,221,1941-08-09,,6,1941,,Mendota
,,21.3,,,221,1941-08-09,,7,1941,,Mendota
,,20.3,,,221,1941-08-09,,8,1941,,Mendota
,,19.8,,,221,1941-08-09,,9,1941,,Mendota
,,18,,,221,1941-08-09,,10,1941,,Mendota
,,16.4,,,221,1941-08-09,,11,1941,,Mendota
,,14.8,,,221,1941-08-09,,12,1941,,Mendota
,,14,,,221,1941-08-09,,13,1941,,Mendota
,,12.7,,,221,1941-08-09,,14,1941,,Mendota
,,11.8,,,221,1941-08-09,,15,1941,,Mendota
,,10.5,,,221,1941-08-09,,16,1941,,Mendota
,,10.3,,,221,1941-08-09,,17,1941,,Mendota
,,21.8,,,241,1941-08-29,,0,1941,,Mendota
,,21.6,,,241,1941-08-29,,1,1941,,Mendota
,,21.6,,,241,1941-08-29,,2,1941,,Mendota
,,21.4,,,241,1941-08-29,,3,1941,,Mendota
,,21.4,,,241,1941-08-29,,4,1941,,Mendota
,,21.4,,,241,1941-08-29,,5,1941,,Mendota
,,21.4,,,241,1941-08-29,,6,1941,,Mendota
,,21.1,,,241,1941-08-29,,7,1941,,Mendota
,,20.8,,,241,1941-08-29,,8,1941,,Mendota
,,19.8,,,241,1941-08-29,,9,1941,,Mendota
,,18.3,,,241,1941-08-29,,10,1941,,Mendota
,,15.6,,,241,1941-08-29,,11,1941,,Mendota
,,13,,,241,1941-08-29,,12,1941,,Mendota
,,11.6,,,241,1941-08-29,,13,1941,,Mendota
,,10.9,,,241,1941-08-29,,14,1941,,Mendota
,,10.7,,,241,1941-08-29,,15,1941,,Mendota
,,10,,,241,1941-08-29,,16,1941,,Mendota
,,9.8,,,241,1941-08-29,,17,1941,,Mendota
,,21.8,,,260,1941-09-17,,0,1941,,Mendota
,,19.9,,,260,1941-09-17,,1,1941,,Mendota
,,19.7,,,260,1941-09-17,,2,1941,,Mendota
,,19.7,,,260,1941-09-17,,3,1941,,Mendota
,,19.7,,,260,1941-09-17,,4,1941,,Mendota
,,19.7,,,260,1941-09-17,,5,1941,,Mendota
,,19.7,,,260,1941-09-17,,6,1941,,Mendota
,,19.6,,,260,1941-09-17,,7,1941,,Mendota
,,19.6,,,260,1941-09-17,,8,1941,,Mendota
,,19.6,,,260,1941-09-17,,9,1941,,Mendota
,,19.6,,,260,1941-09-17,,10,1941,,Mendota
,,19.4,,,260,1941-09-17,,11,1941,,Mendota
,,19.4,,,260,1941-09-17,,12,1941,,Mendota
,,19.2,,,260,1941-09-17,,13,1941,,Mendota
,,12.4,,,260,1941-09-17,,14,1941,,Mendota
,,10.9,,,260,1941-09-17,,15,1941,,Mendota
,,10.5,,,260,1941-09-17,,16,1941,,Mendota
,,10.3,,,260,1941-09-17,,17,1941,,Mendota
,,17.8,,,271,1941-09-28,,0,1941,,Mendota
,,17.7,,,271,1941-09-28,,5,1941,,Mendota
,,17.5,,,271,1941-09-28,,10,1941,,Mendota
,,17.4,,,271,1941-09-28,,13,1941,,Mendota
,,17.3,,,271,1941-09-28,,15,1941,,Mendota
,,15.3,,,271,1941-09-28,,16,1941,,Mendota
,,13.1,,,271,1941-09-28,,17,1941,,Mendota
,,12.2,,,271,1941-09-28,,20,1941,,Mendota
,,11.9,,,271,1941-09-28,,22,1941,,Mendota
,,16.4,,,281,1941-10-08,,0,1941,,Mendota
,,15.8,,,281,1941-10-08,,15,1941,,Mendota
,,14.7,,,281,1941-10-08,,16,1941,,Mendota
,,13.6,,,281,1941-10-08,,18,1941,,Mendota
,,12.1,,,281,1941-10-08,,20,1941,,Mendota
,,11.2,,,281,1941-10-08,,21,1941,,Mendota
,,15.6,,,289,1941-10-16,,0,1941,,Mendota
,,15.6,,,289,1941-10-16,,1,1941,,Mendota
,,15.5,,,289,1941-10-16,,5,1941,,Mendota
,,15.5,,,289,1941-10-16,,10,1941,,Mendota
,,15.4,,,289,1941-10-16,,15,1941,,Mendota
,,15.4,,,289,1941-10-16,,16,1941,,Mendota
,,13.4,,,289,1941-10-16,,17,1941,,Mendota
,,14.8,,,293,1941-10-20,,0,1941,,Mendota
,,14.5,,,293,1941-10-20,,5,1941,,Mendota
,,14.3,,,293,1941-10-20,,7,1941,,Mendota
,,14.3,,,293,1941-10-20,,8,1941,,Mendota
,,14.3,,,293,1941-10-20,,9,1941,,Mendota
,,14.3,,,293,1941-10-20,,10,1941,,Mendota
,,14.2,,,293,1941-10-20,,11,1941,,Mendota
,,14.2,,,293,1941-10-20,,12,1941,,Mendota
,,14.2,,,293,1941-10-20,,13,1941,,Mendota
,,14.2,,,293,1941-10-20,,14,1941,,Mendota
,,14.2,,,293,1941-10-20,,15,1941,,Mendota
,,13.9,,,293,1941-10-20,,17,1941,,Mendota
,,11.3,,,307,1941-11-03,,0,1941,,Mendota
,,11.3,,,307,1941-11-03,,1,1941,,Mendota
,,11.3,,,307,1941-11-03,,2,1941,,Mendota
,,11.3,,,307,1941-11-03,,3,1941,,Mendota
,,11.3,,,307,1941-11-03,,4,1941,,Mendota
,,11.3,,,307,1941-11-03,,5,1941,,Mendota
,,11.2,,,307,1941-11-03,,6,1941,,Mendota
,,11.2,,,307,1941-11-03,,7,1941,,Mendota
,,11.2,,,307,1941-11-03,,8,1941,,Mendota
,,11.2,,,307,1941-11-03,,9,1941,,Mendota
,,11.2,,,307,1941-11-03,,10,1941,,Mendota
,,10.9,,,307,1941-11-03,,15,1941,,Mendota
,,10.8,,,307,1941-11-03,,17,1941,,Mendota
,,7.4,,,326,1941-11-22,,0,1941,,Mendota
,,7.3,,,326,1941-11-22,,5,1941,,Mendota
,,7.2,,,326,1941-11-22,,10,1941,,Mendota
,,7.1,,,326,1941-11-22,,15,1941,,Mendota
,,6,,,336,1941-12-02,,0,1941,,Mendota
,,6,,,336,1941-12-02,,5,1941,,Mendota
,,5.2,,,336,1941-12-02,,15,1941,,Mendota
,,9,,,94,1942-04-04,,0,1942,,Mendota
,,8.7,,,94,1942-04-04,,1,1942,,Mendota
,,8.7,,,94,1942-04-04,,2,1942,,Mendota
,,8.5,,,94,1942-04-04,,3,1942,,Mendota
,,8.5,,,94,1942-04-04,,4,1942,,Mendota
,,8.2,,,94,1942-04-04,,5,1942,,Mendota
,,7.9,,,94,1942-04-04,,6,1942,,Mendota
,,7.9,,,94,1942-04-04,,7,1942,,Mendota
,,7.4,,,94,1942-04-04,,8,1942,,Mendota
,,7.3,,,94,1942-04-04,,9,1942,,Mendota
,,7.2,,,94,1942-04-04,,10,1942,,Mendota
,,7.1,,,94,1942-04-04,,11,1942,,Mendota
,,7.1,,,94,1942-04-04,,12,1942,,Mendota
,,7.1,,,94,1942-04-04,,13,1942,,Mendota
,,7.1,,,94,1942-04-04,,14,1942,,Mendota
,,7.1,,,94,1942-04-04,,15,1942,,Mendota
,,7,,,94,1942-04-04,,16,1942,,Mendota
,,6.5,,,94,1942-04-04,,17,1942,,Mendota
,,11.8,,,136,1942-05-16,,0,1942,,Mendota
,,11.7,,,136,1942-05-16,,1,1942,,Mendota
,,11.7,,,136,1942-05-16,,2,1942,,Mendota
,,11.7,,,136,1942-05-16,,3,1942,,Mendota
,,11.3,,,136,1942-05-16,,4,1942,,Mendota
,,11.3,,,136,1942-05-16,,5,1942,,Mendota
,,11.1,,,136,1942-05-16,,6,1942,,Mendota
,,11,,,136,1942-05-16,,7,1942,,Mendota
,,11,,,136,1942-05-16,,8,1942,,Mendota
,,11,,,136,1942-05-16,,9,1942,,Mendota
,,11,,,136,1942-05-16,,10,1942,,Mendota
,,11,,,136,1942-05-16,,11,1942,,Mendota
,,11,,,136,1942-05-16,,12,1942,,Mendota
,,11,,,136,1942-05-16,,13,1942,,Mendota
,,11,,,136,1942-05-16,,14,1942,,Mendota
,,10.9,,,136,1942-05-16,,15,1942,,Mendota
,,10.9,,,136,1942-05-16,,16,1942,,Mendota
,,10.9,,,136,1942-05-16,,17,1942,,Mendota
,,15.8,,,149,1942-05-29,,0,1942,,Mendota
,,15.5,,,149,1942-05-29,,1,1942,,Mendota
,,14.6,,,149,1942-05-29,,2,1942,,Mendota
,,14.2,,,149,1942-05-29,,3,1942,,Mendota
,,14.2,,,149,1942-05-29,,4,1942,,Mendota
,,14.2,,,149,1942-05-29,,5,1942,,Mendota
,,14.1,,,149,1942-05-29,,6,1942,,Mendota
,,13.8,,,149,1942-05-29,,7,1942,,Mendota
,,13.1,,,149,1942-05-29,,8,1942,,Mendota
,,12.8,,,149,1942-05-29,,9,1942,,Mendota
,,12.2,,,149,1942-05-29,,10,1942,,Mendota
,,12.2,,,149,1942-05-29,,11,1942,,Mendota
,,12.2,,,149,1942-05-29,,12,1942,,Mendota
,,12.1,,,149,1942-05-29,,13,1942,,Mendota
,,11.9,,,149,1942-05-29,,14,1942,,Mendota
,,11.7,,,149,1942-05-29,,15,1942,,Mendota
,,11.7,,,149,1942-05-29,,16,1942,,Mendota
,,11.6,,,149,1942-05-29,,17,1942,,Mendota
,,18.3,,,157,1942-06-06,,0,1942,,Mendota
,,18.1,,,157,1942-06-06,,1,1942,,Mendota
,,18.1,,,157,1942-06-06,,2,1942,,Mendota
,,17.9,,,157,1942-06-06,,3,1942,,Mendota
,,17.5,,,157,1942-06-06,,4,1942,,Mendota
,,16.8,,,157,1942-06-06,,5,1942,,Mendota
,,14.6,,,157,1942-06-06,,6,1942,,Mendota
,,13.3,,,157,1942-06-06,,7,1942,,Mendota
,,13.1,,,157,1942-06-06,,8,1942,,Mendota
,,13.1,,,157,1942-06-06,,9,1942,,Mendota
,,13,,,157,1942-06-06,,10,1942,,Mendota
,,12.3,,,157,1942-06-06,,11,1942,,Mendota
,,12.2,,,157,1942-06-06,,12,1942,,Mendota
,,12.1,,,157,1942-06-06,,13,1942,,Mendota
,,11.9,,,157,1942-06-06,,14,1942,,Mendota
,,11.9,,,157,1942-06-06,,15,1942,,Mendota
,,11.7,,,157,1942-06-06,,16,1942,,Mendota
,,11.6,,,157,1942-06-06,,17,1942,,Mendota
,,22.2,,,189,1942-07-08,,0,1942,,Mendota
,,22,,,189,1942-07-08,,1,1942,,Mendota
,,21.9,,,189,1942-07-08,,2,1942,,Mendota
,,21.4,,,189,1942-07-08,,3,1942,,Mendota
,,21,,,189,1942-07-08,,4,1942,,Mendota
,,21,,,189,1942-07-08,,5,1942,,Mendota
,,20.7,,,189,1942-07-08,,6,1942,,Mendota
,,20.6,,,189,1942-07-08,,7,1942,,Mendota
,,17.6,,,189,1942-07-08,,8,1942,,Mendota
,,16.8,,,189,1942-07-08,,9,1942,,Mendota
,,16.6,,,189,1942-07-08,,10,1942,,Mendota
,,15.7,,,189,1942-07-08,,11,1942,,Mendota
,,14.6,,,189,1942-07-08,,12,1942,,Mendota
,,14.2,,,189,1942-07-08,,13,1942,,Mendota
,,13.9,,,189,1942-07-08,,14,1942,,Mendota
,,13.6,,,189,1942-07-08,,15,1942,,Mendota
,,13.1,,,189,1942-07-08,,16,1942,,Mendota
,,12.9,,,189,1942-07-08,,17,1942,,Mendota
,,24.8,,,198,1942-07-17,,0,1942,,Mendota
,,12.4,,,198,1942-07-17,,20,1942,,Mendota
,,23.4,,,224,1942-08-12,,0,1942,,Mendota
,,23.4,,,224,1942-08-12,,5,1942,,Mendota
,,13.5,,,224,1942-08-12,,10,1942,,Mendota
,,12.6,,,224,1942-08-12,,18,1942,,Mendota
,,22,,,231,1942-08-19,,0,1942,,Mendota
,,13.8,,,231,1942-08-19,,15,1942,,Mendota
,,12.6,,,231,1942-08-19,,24,1942,,Mendota
,,14.7,,,274,1942-10-01,,0,1942,,Mendota
,,14,,,274,1942-10-01,,15,1942,,Mendota
,,13.6,,,274,1942-10-01,,20,1942,,Mendota
,,5,,,317,1942-11-13,,0,1942,,Mendota
,,5,,,317,1942-11-13,,12,1942,,Mendota
,,24,,,228,1943-08-16,,0,1943,,Mendota
,,15.6,,,228,1943-08-16,,17,1943,,Mendota
,,26.4,,,240,1947-08-28,,0,1947,,Mendota
,,26,,,240,1947-08-28,,3,1947,,Mendota
,,25.9,,,240,1947-08-28,,4,1947,,Mendota
,,25.7,,,240,1947-08-28,,5,1947,,Mendota
,,25.6,,,240,1947-08-28,,6,1947,,Mendota
,,24,,,240,1947-08-28,,7,1947,,Mendota
,,21.4,,,240,1947-08-28,,8,1947,,Mendota
,,20,,,240,1947-08-28,,9,1947,,Mendota
,,19,,,240,1947-08-28,,10,1947,,Mendota
,,18,,,240,1947-08-28,,11,1947,,Mendota
,,16.6,,,240,1947-08-28,,12,1947,,Mendota
,,16.1,,,240,1947-08-28,,13,1947,,Mendota
,,15.5,,,240,1947-08-28,,14,1947,,Mendota
,,15.2,,,240,1947-08-28,,15,1947,,Mendota
,,14.3,,,240,1947-08-28,,18,1947,,Mendota
,,25.2,,,199,1949-07-18,,0,1949,,Mendota
,,25.1,,,199,1949-07-18,,1,1949,,Mendota
,,25,,,199,1949-07-18,,2,1949,,Mendota
,,25,,,199,1949-07-18,,3,1949,,Mendota
,,25,,,199,1949-07-18,,4,1949,,Mendota
,,24.9,,,199,1949-07-18,,5,1949,,Mendota
,,24.7,,,199,1949-07-18,,6,1949,,Mendota
,,24.6,,,199,1949-07-18,,7,1949,,Mendota
,,23.5,,,199,1949-07-18,,8,1949,,Mendota
,,19.4,,,199,1949-07-18,,9,1949,,Mendota
,,17.8,,,199,1949-07-18,,10,1949,,Mendota
,,17.2,,,199,1949-07-18,,11,1949,,Mendota
,,15.7,,,199,1949-07-18,,12,1949,,Mendota
,,14,,,199,1949-07-18,,13,1949,,Mendota
,,13.4,,,199,1949-07-18,,14,1949,,Mendota
,,13,,,199,1949-07-18,,15,1949,,Mendota
,,12.8,,,199,1949-07-18,,16,1949,,Mendota
,,12.6,,,199,1949-07-18,,17,1949,,Mendota
,,12.4,,,199,1949-07-18,,18,1949,,Mendota
,,12.2,,,199,1949-07-18,,19,1949,,Mendota
,,25.2,,,203,1949-07-22,,0,1949,,Mendota
,,23.5,,,203,1949-07-22,,8,1949,,Mendota
,,17.8,,,203,1949-07-22,,10,1949,,Mendota
,,15.7,,,203,1949-07-22,,12,1949,,Mendota
,,13,,,203,1949-07-22,,15,1949,,Mendota
,,12.6,,,203,1949-07-22,,17,1949,,Mendota
,,12.2,,,203,1949-07-22,,19,1949,,Mendota
,,25.6,,,206,1949-07-25,,0,1949,,Mendota
,,25.4,,,206,1949-07-25,,1,1949,,Mendota
,,25.3,,,206,1949-07-25,,2,1949,,Mendota
,,25.1,,,206,1949-07-25,,3,1949,,Mendota
,,25,,,206,1949-07-25,,4,1949,,Mendota
,,25,,,206,1949-07-25,,5,1949,,Mendota
,,24.9,,,206,1949-07-25,,6,1949,,Mendota
,,24.8,,,206,1949-07-25,,7,1949,,Mendota
,,24,,,206,1949-07-25,,8,1949,,Mendota
,,20.9,,,206,1949-07-25,,9,1949,,Mendota
,,17,,,206,1949-07-25,,10,1949,,Mendota
,,16,,,206,1949-07-25,,11,1949,,Mendota
,,15.2,,,206,1949-07-25,,12,1949,,Mendota
,,14.6,,,206,1949-07-25,,13,1949,,Mendota
,,14.2,,,206,1949-07-25,,14,1949,,Mendota
,,13.8,,,206,1949-07-25,,15,1949,,Mendota
,,13.4,,,206,1949-07-25,,16,1949,,Mendota
,,13,,,206,1949-07-25,,17,1949,,Mendota
,,12.7,,,206,1949-07-25,,18,1949,,Mendota
,,12.5,,,206,1949-07-25,,19,1949,,Mendota
,,12.2,,,206,1949-07-25,,20,1949,,Mendota
,,25.7,,,209,1949-07-28,,0,1949,,Mendota
,,25.8,,,209,1949-07-28,,0,1949,,Mendota
,,25.8,,,209,1949-07-28,,0,1949,,Mendota
,,25.7,,,209,1949-07-28,,1,1949,,Mendota
,,25.8,,,209,1949-07-28,,1,1949,,Mendota
,,25.8,,,209,1949-07-28,,1,1949,,Mendota
,,25.6,,,209,1949-07-28,,2,1949,,Mendota
,,25.7,,,209,1949-07-28,,2,1949,,Mendota
,,25.7,,,209,1949-07-28,,2,1949,,Mendota
,,25.4,,,209,1949-07-28,,3,1949,,Mendota
,,25.5,,,209,1949-07-28,,3,1949,,Mendota
,,25.6,,,209,1949-07-28,,3,1949,,Mendota
,,25.3,,,209,1949-07-28,,4,1949,,Mendota
,,25.4,,,209,1949-07-28,,4,1949,,Mendota
,,25.5,,,209,1949-07-28,,4,1949,,Mendota
,,25.2,,,209,1949-07-28,,5,1949,,Mendota
,,25.3,,,209,1949-07-28,,5,1949,,Mendota
,,25.3,,,209,1949-07-28,,5,1949,,Mendota
,,25,,,209,1949-07-28,,6,1949,,Mendota
,,25.1,,,209,1949-07-28,,6,1949,,Mendota
,,25.2,,,209,1949-07-28,,6,1949,,Mendota
,,24.2,,,209,1949-07-28,,7,1949,,Mendota
,,24.9,,,209,1949-07-28,,7,1949,,Mendota
,,25.1,,,209,1949-07-28,,7,1949,,Mendota
,,23.9,,,209,1949-07-28,,8,1949,,Mendota
,,24.8,,,209,1949-07-28,,8,1949,,Mendota
,,25,,,209,1949-07-28,,8,1949,,Mendota
,,18.7,,,209,1949-07-28,,9,1949,,Mendota
,,20.6,,,209,1949-07-28,,9,1949,,Mendota
,,23.7,,,209,1949-07-28,,9,1949,,Mendota
,,17.4,,,209,1949-07-28,,10,1949,,Mendota
,,17.7,,,209,1949-07-28,,10,1949,,Mendota
,,18.9,,,209,1949-07-28,,10,1949,,Mendota
,,15.4,,,209,1949-07-28,,11,1949,,Mendota
,,16.2,,,209,1949-07-28,,11,1949,,Mendota
,,16.3,,,209,1949-07-28,,11,1949,,Mendota
,,14.2,,,209,1949-07-28,,12,1949,,Mendota
,,14.7,,,209,1949-07-28,,12,1949,,Mendota
,,14.8,,,209,1949-07-28,,12,1949,,Mendota
,,14,,,209,1949-07-28,,13,1949,,Mendota
,,14,,,209,1949-07-28,,13,1949,,Mendota
,,14,,,209,1949-07-28,,13,1949,,Mendota
,,13.1,,,209,1949-07-28,,14,1949,,Mendota
,,13.6,,,209,1949-07-28,,14,1949,,Mendota
,,13.8,,,209,1949-07-28,,14,1949,,Mendota
,,12.6,,,209,1949-07-28,,15,1949,,Mendota
,,12.9,,,209,1949-07-28,,15,1949,,Mendota
,,13.6,,,209,1949-07-28,,15,1949,,Mendota
,,12.4,,,209,1949-07-28,,16,1949,,Mendota
,,12.7,,,209,1949-07-28,,16,1949,,Mendota
,,13.2,,,209,1949-07-28,,16,1949,,Mendota
,,12.2,,,209,1949-07-28,,17,1949,,Mendota
,,12.4,,,209,1949-07-28,,17,1949,,Mendota
,,12.9,,,209,1949-07-28,,17,1949,,Mendota
,,12.1,,,209,1949-07-28,,18,1949,,Mendota
,,12.2,,,209,1949-07-28,,18,1949,,Mendota
,,12,,,209,1949-07-28,,19,1949,,Mendota
,,26,,,210,1949-07-29,,0,1949,,Mendota
,,26.6,,,210,1949-07-29,,0,1949,,Mendota
,,26.7,,,210,1949-07-29,,0,1949,,Mendota
,,25.9,,,210,1949-07-29,,1,1949,,Mendota
,,26.6,,,210,1949-07-29,,1,1949,,Mendota
,,26.7,,,210,1949-07-29,,1,1949,,Mendota
,,25.8,,,210,1949-07-29,,2,1949,,Mendota
,,25.9,,,210,1949-07-29,,2,1949,,Mendota
,,26.7,,,210,1949-07-29,,2,1949,,Mendota
,,25.4,,,210,1949-07-29,,3,1949,,Mendota
,,25.6,,,210,1949-07-29,,3,1949,,Mendota
,,25.8,,,210,1949-07-29,,3,1949,,Mendota
,,25.3,,,210,1949-07-29,,4,1949,,Mendota
,,25.4,,,210,1949-07-29,,4,1949,,Mendota
,,25.5,,,210,1949-07-29,,4,1949,,Mendota
,,25.1,,,210,1949-07-29,,5,1949,,Mendota
,,25.3,,,210,1949-07-29,,5,1949,,Mendota
,,25.3,,,210,1949-07-29,,5,1949,,Mendota
,,25.1,,,210,1949-07-29,,6,1949,,Mendota
,,25.2,,,210,1949-07-29,,6,1949,,Mendota
,,25.2,,,210,1949-07-29,,6,1949,,Mendota
,,25,,,210,1949-07-29,,7,1949,,Mendota
,,25,,,210,1949-07-29,,7,1949,,Mendota
,,25.1,,,210,1949-07-29,,7,1949,,Mendota
,,24.3,,,210,1949-07-29,,8,1949,,Mendota
,,24.9,,,210,1949-07-29,,8,1949,,Mendota
,,25,,,210,1949-07-29,,8,1949,,Mendota
,,18.9,,,210,1949-07-29,,9,1949,,Mendota
,,20.1,,,210,1949-07-29,,9,1949,,Mendota
,,24.9,,,210,1949-07-29,,9,1949,,Mendota
,,16.4,,,210,1949-07-29,,10,1949,,Mendota
,,17.1,,,210,1949-07-29,,10,1949,,Mendota
,,17.4,,,210,1949-07-29,,10,1949,,Mendota
,,15.2,,,210,1949-07-29,,11,1949,,Mendota
,,15.2,,,210,1949-07-29,,11,1949,,Mendota
,,15.6,,,210,1949-07-29,,11,1949,,Mendota
,,14.3,,,210,1949-07-29,,12,1949,,Mendota
,,14.3,,,210,1949-07-29,,12,1949,,Mendota
,,14.6,,,210,1949-07-29,,12,1949,,Mendota
,,13.8,,,210,1949-07-29,,13,1949,,Mendota
,,14,,,210,1949-07-29,,13,1949,,Mendota
,,14.2,,,210,1949-07-29,,13,1949,,Mendota
,,13.3,,,210,1949-07-29,,14,1949,,Mendota
,,13.4,,,210,1949-07-29,,14,1949,,Mendota
,,13.5,,,210,1949-07-29,,14,1949,,Mendota
,,13,,,210,1949-07-29,,15,1949,,Mendota
,,13.3,,,210,1949-07-29,,15,1949,,Mendota
,,13.3,,,210,1949-07-29,,15,1949,,Mendota
,,12.9,,,210,1949-07-29,,16,1949,,Mendota
,,13,,,210,1949-07-29,,16,1949,,Mendota
,,13,,,210,1949-07-29,,16,1949,,Mendota
,,12.7,,,210,1949-07-29,,17,1949,,Mendota
,,12.7,,,210,1949-07-29,,17,1949,,Mendota
,,12.7,,,210,1949-07-29,,17,1949,,Mendota
,,12.5,,,210,1949-07-29,,18,1949,,Mendota
,,12.6,,,210,1949-07-29,,18,1949,,Mendota
,,12.6,,,210,1949-07-29,,18,1949,,Mendota
,,12.2,,,210,1949-07-29,,19,1949,,Mendota
,,12.4,,,210,1949-07-29,,19,1949,,Mendota
,,12.4,,,210,1949-07-29,,19,1949,,Mendota
,,12.1,,,210,1949-07-29,,20,1949,,Mendota
,,12.2,,,210,1949-07-29,,20,1949,,Mendota
,,12.3,,,210,1949-07-29,,20,1949,,Mendota
,,12,,,210,1949-07-29,,21,1949,,Mendota
,,12,,,210,1949-07-29,,21,1949,,Mendota
,,11.9,,,210,1949-07-29,,22,1949,,Mendota
,,11.7,,,210,1949-07-29,,23,1949,,Mendota
,,26.1,,,214,1949-08-02,,0,1949,,Mendota
,,25.8,,,214,1949-08-02,,6,1949,,Mendota
,,25,,,214,1949-08-02,,9,1949,,Mendota
,,18.3,,,214,1949-08-02,,11,1949,,Mendota
,,17.2,,,214,1949-08-02,,12,1949,,Mendota
,,15.5,,,214,1949-08-02,,14,1949,,Mendota
,,13.9,,,214,1949-08-02,,17,1949,,Mendota
,,12.8,,,302,1949-10-29,,0,1949,,Mendota
,,12.8,,,302,1949-10-29,,0,1949,,Mendota
,,12.8,,,302,1949-10-29,,0,1949,,Mendota
,,12.8,,,302,1949-10-29,,1,1949,,Mendota
,,12.8,,,302,1949-10-29,,1,1949,,Mendota
,,12.7,,,302,1949-10-29,,2,1949,,Mendota
,,12.8,,,302,1949-10-29,,2,1949,,Mendota
